#  program: tccheck_single,,,,
#  date: Tue Mar 13 16:39:56 2018,,,,
# ,,,,
#  [2.6,6,0.01, 1],
#  R bridge,,,,
# SIM921 in slot 7: Stanford_Research_Systems,SIM921,s/n012022,ver4.2,
#  Mux,,,,
# SIM925 in slot 6,channel 1: Stanford_Research_Systems,SIM925,s/n004463,ver1.32
#  Time, channel, temperature, resistance,
1521025472,3,53.947,2.81E+01,
1521025478,4,53.95,1.73E+02,
1521025484,5,53.972,1.52E+02,
1521025492,6,54.013,6.71E+01,
1521025498,1,54.015,1.78E+02,
1521025504,2,54.036,1.58E+02,
1521025512,3,54.077,2.21E+01,
1521025518,4,54.081,1.78E+02,
1521025524,5,54.105,1.87E+02,
1521025532,6,54.144,5.15E+01,
1521025538,1,54.148,1.72E+02,
1521025544,2,54.171,1.80E+02,
1521025552,3,54.212,3.19E+01,
1521025559,4,54.214,1.60E+02,
1521025565,5,54.238,1.80E+02,
1521025573,6,54.278,5.02E+01,
1521025579,1,54.285,1.88E+02,
1521025586,2,54.305,1.64E+02,
1521025592,3,54.329,2.33E+01,
1521025599,4,54.368,1.78E+02,
1521025606,5,54.371,1.84E+02,
1521025612,6,54.394,6.62E+01,
1521025620,1,54.433,1.72E+02,
1521025627,2,54.438,1.72E+02,
1521025633,3,54.461,2.33E+01,
1521025641,4,54.501,1.86E+02,
1521025647,5,54.504,1.55E+02,
1521025654,6,54.528,5.68E+01,
1521025662,1,54.568,1.70E+02,
1521025668,2,54.572,1.79E+02,
1521025674,3,54.595,1.90E+01,
1521025682,4,54.634,1.80E+02,
1521025688,5,54.637,1.59E+02,
1521025694,6,54.661,7.04E+01,
1521025702,1,54.7,1.86E+02,
1521025708,2,54.703,1.73E+02,
1521025714,3,54.727,1.57E+01,
1521025722,4,54.767,1.69E+02,
1521025728,5,54.77,1.93E+02,
1521025735,6,54.793,6.13E+01,
1521025743,1,54.832,1.86E+02,
1521025749,2,54.836,1.83E+02,
1521025755,3,54.858,2.29E+01,
1521025763,4,54.898,1.83E+02,
1521025769,5,54.904,1.69E+02,
1521025776,6,54.924,6.23E+01,
1521025782,1,54.947,1.92E+02,
1521025789,2,54.987,1.94E+02,
1521025796,3,54.99,9.05E+00,
1521025802,4,55.013,1.62E+02,
1521025810,5,55.053,1.73E+02,
1521025817,6,55.057,7.01E+01,
1521025823,1,55.079,1.83E+02,
1521025831,2,55.118,1.67E+02,
1521025837,3,55.121,8.60E+01,
1521025843,4,55.144,1.97E+02,
1521025851,5,55.184,1.53E+02,
1521025857,6,55.188,7.27E+01,
1521025863,1,55.21,1.78E+02,
1521025871,2,55.25,1.80E+02,
1521025878,3,55.253,3.72E+01,
1521025884,4,55.276,1.47E+02,
1521025892,5,55.315,1.86E+02,
1521025898,6,55.319,7.13E+01,
1521025904,1,55.341,1.86E+02,
1521025912,2,55.381,1.84E+02,
1521025918,3,55.383,1.38E+02,
1521025924,4,55.408,1.81E+02,
1521025932,5,55.446,1.52E+02,
1521025938,6,55.45,4.96E+01,
1521025945,1,55.474,1.73E+02,
1521025953,2,55.512,1.85E+02,
1521025959,3,55.515,3.53E+01,
1521025965,4,55.538,1.36E+02,
1521025973,5,55.578,1.80E+02,
1521025979,6,55.583,7.94E+01,
1521025986,1,55.604,1.71E+02,
1521025992,2,55.627,1.71E+02,
1521025999,3,55.666,-3.75E+02,
1521026006,4,55.668,1.85E+02,
1521026012,5,55.693,1.66E+02,
1521026019,6,55.731,6.62E+01,
1521026026,1,55.735,1.62E+02,
1521026033,2,55.755,1.86E+02,
1521026040,3,55.796,8.47E+01,
1521026047,4,55.799,1.76E+02,
1521026053,5,55.822,1.62E+02,
1521026061,6,55.861,6.19E+01,
1521026067,1,55.865,1.81E+02,
1521026073,2,55.888,1.65E+02,
1521026081,3,55.927,2.77E+01,
1521026088,4,55.931,1.79E+02,
1521026094,5,55.953,1.41E+02,
1521026102,6,55.992,5.76E+01,
1521026108,1,55.994,1.85E+02,
1521026114,2,56.019,1.71E+02,
1521026122,3,56.057,1.68E+01,
1521026128,4,56.061,1.92E+02,
1521026134,5,56.083,1.90E+02,
1521026143,6,56.119,6.76E+01,
1521026149,1,56.125,1.93E+02,
1521026155,2,56.147,1.68E+02,
1521026163,3,56.186,1.43E+01,
1521026169,4,56.189,1.65E+02,
1521026175,5,56.211,1.77E+02,
1521026183,6,56.25,5.79E+01,
1521026189,1,56.256,1.91E+02,
1521026196,2,56.276,1.91E+02,
1521026202,3,56.3,2.03E+01,
1521026209,4,56.338,1.69E+02,
1521026216,5,56.341,1.68E+02,
1521026222,6,56.364,7.22E+01,
1521026229,1,56.403,1.92E+02,
1521026237,2,56.406,1.67E+02,
1521026243,3,56.429,2.83E+01,
1521026251,4,56.468,1.21E+02,
1521026257,5,56.471,1.74E+02,
1521026263,6,56.493,4.43E+01,
1521026271,1,56.531,1.81E+02,
1521026277,2,56.535,1.83E+02,
1521026283,3,56.558,2.62E+01,
1521026292,4,56.596,1.76E+02,
1521026298,5,56.6,1.90E+02,
1521026304,6,56.623,9.23E+01,
1521026312,1,56.661,1.89E+02,
1521026318,2,56.664,1.65E+02,
1521026324,3,56.687,2.89E+01,
1521026332,4,56.725,1.69E+02,
1521026338,5,56.729,1.67E+02,
1521026344,6,56.752,6.37E+01,
1521026352,1,56.791,1.59E+02,
1521026359,2,56.794,1.73E+02,
1521026365,3,56.816,5.07E+01,
1521026373,4,56.855,2.05E+02,
1521026379,5,56.862,1.75E+02,
1521026386,6,56.881,7.89E+01,
1521026392,1,56.903,1.67E+02,
1521026399,2,56.942,1.59E+02,
1521026406,3,56.945,4.57E+01,
1521026412,4,56.967,1.92E+02,
1521026419,5,57.006,1.77E+02,
1521026427,6,57.009,6.92E+01,
1521026433,1,57.031,1.95E+02,
1521026440,2,57.07,1.68E+02,
1521026447,3,57.073,7.82E+01,
1521026453,4,57.095,1.66E+02,
1521026461,5,57.134,1.56E+02,
1521026467,6,57.137,6.20E+01,
1521026473,1,57.159,1.79E+02,
1521026481,2,57.197,1.60E+02,
1521026487,3,57.201,2.28E+01,
1521026493,4,57.223,1.78E+02,
1521026501,5,57.261,1.57E+02,
1521026508,6,57.265,6.07E+01,
1521026514,1,57.287,1.71E+02,
1521026522,2,57.326,1.72E+02,
1521026528,3,57.329,9.07E+01,
1521026534,4,57.352,1.81E+02,
1521026542,5,57.39,1.81E+02,
1521026548,6,57.393,5.82E+01,
1521026554,1,57.415,1.92E+02,
1521026562,2,57.454,1.50E+02,
1521026569,3,57.457,3.26E+01,
1521026575,4,57.479,1.87E+02,
1521026583,5,57.517,1.72E+02,
1521026589,6,57.521,7.60E+01,
1521026595,1,57.542,1.57E+02,
1521026603,2,57.581,1.94E+02,
1521026609,3,57.584,3.18E+01,
1521026615,4,57.605,1.68E+02,
1521026623,5,57.644,1.76E+02,
1521026629,6,57.65,6.84E+01,
1521026636,1,57.669,1.80E+02,
1521026642,2,57.692,1.85E+02,
1521026649,3,57.73,2.40E+01,
1521026657,4,57.733,1.79E+02,
1521026663,5,57.756,1.58E+02,
1521026671,6,57.794,6.79E+01,
1521026677,1,57.797,1.63E+02,
1521026683,2,57.82,1.78E+02,
1521026691,3,57.857,2.74E+01,
1521026697,4,57.861,1.74E+02,
1521026704,5,57.884,1.76E+02,
1521026712,6,57.921,8.07E+01,
1521026718,1,57.925,1.86E+02,
1521026724,2,57.947,1.89E+02,
1521026733,3,57.985,2.14E+01,
1521026739,4,57.992,1.73E+02,
1521026745,5,57.995,1.71E+02,
1521026751,6,58.031,5.39E+01,
1521026759,1,58.068,1.55E+02,
1521026765,2,58.073,1.75E+02,
1521026772,3,58.095,3.96E+01,
1521026780,4,58.134,1.57E+02,
1521026786,5,58.137,1.59E+02,
1521026792,6,58.16,6.44E+01,
1521026800,1,58.196,1.76E+02,
1521026806,2,58.2,1.67E+02,
1521026812,3,58.222,3.20E+01,
1521026819,4,58.241,1.97E+02,
1521026825,5,58.26,1.75E+02,
1521026831,6,58.283,6.56E+01,
1521026839,1,58.32,1.75E+02,
1521026846,2,58.323,1.76E+02,
1521026852,3,58.346,5.35E+01,
1521026860,4,58.384,1.73E+02,
1521026866,5,58.387,1.82E+02,
1521026872,6,58.409,5.80E+01,
1521026879,1,58.428,1.91E+02,
1521026885,2,58.447,1.60E+02,
1521026891,3,58.469,1.09E+01,
1521026899,4,58.507,1.90E+02,
1521026905,5,58.51,1.73E+02,
1521026911,6,58.532,6.76E+01,
1521026919,1,58.57,1.81E+02,
1521026925,2,58.572,1.63E+02,
1521026932,3,58.594,1.16E+01,
1521026940,4,58.632,1.66E+02,
1521026946,5,58.636,1.82E+02,
1521026952,6,58.658,4.80E+01,
1521026960,1,58.695,1.82E+02,
1521026966,2,58.698,1.63E+02,
1521026972,3,58.72,2.10E+01,
1521026979,4,58.739,1.98E+02,
1521026985,5,58.758,1.87E+02,
1521026992,6,58.78,6.59E+01,
1521027000,1,58.819,1.92E+02,
1521027006,2,58.822,1.72E+02,
1521027012,3,58.844,4.21E+01,
1521027020,4,58.881,1.90E+02,
1521027026,5,58.885,1.94E+02,
1521027032,6,58.907,5.51E+01,
1521027039,1,58.925,1.88E+02,
1521027045,2,58.944,1.76E+02,
1521027051,3,58.966,4.71E+01,
1521027059,4,59.003,2.08E+02,
1521027065,5,59.007,1.64E+02,
1521027071,6,59.028,5.98E+01,
1521027079,1,59.066,1.80E+02,
1521027086,2,59.069,1.76E+02,
1521027092,3,59.091,1.44E+01,
1521027100,4,59.128,1.72E+02,
1521027106,5,59.131,1.75E+02,
1521027112,6,59.154,6.00E+01,
1521027120,1,59.191,1.78E+02,
1521027126,2,59.194,1.83E+02,
1521027132,3,59.216,7.87E+00,
1521027139,4,59.235,1.90E+02,
1521027145,5,59.254,1.55E+02,
1521027151,6,59.275,5.92E+01,
1521027160,1,59.313,1.85E+02,
1521027166,2,59.316,1.83E+02,
1521027172,3,59.338,3.17E+01,
1521027180,4,59.376,1.66E+02,
1521027186,5,59.379,1.63E+02,
1521027192,6,59.401,4.29E+01,
1521027199,1,59.42,1.64E+02,
1521027205,2,59.439,1.71E+02,
1521027211,3,59.461,1.51E+02,
1521027219,4,59.498,1.76E+02,
1521027225,5,59.501,1.81E+02,
1521027232,6,59.524,7.63E+01,
1521027240,1,59.56,2.00E+02,
1521027246,2,59.564,2.26E+02,
1521027252,3,59.585,2.58E+01,
1521027259,4,59.605,1.85E+02,
1521027265,5,59.623,1.78E+02,
1521027271,6,59.646,4.93E+01,
1521027279,1,59.682,1.77E+02,
1521027285,2,59.686,1.79E+02,
1521027292,3,59.708,2.56E+01,
1521027300,4,59.745,2.02E+02,
1521027306,5,59.749,1.70E+02,
1521027312,6,59.77,3.65E+01,
1521027320,1,59.808,1.94E+02,
1521027326,2,59.811,1.78E+02,
1521027332,3,59.833,3.29E+01,
1521027339,4,59.852,1.76E+02,
1521027345,5,59.87,1.69E+02,
1521027351,6,59.891,6.70E+01,
1521027360,1,59.93,1.52E+02,
1521027366,2,59.933,2.13E+02,
1521027372,3,59.955,1.85E+01,
1521027380,4,59.992,1.74E+02,
1521027386,5,59.994,1.64E+02,
1521027392,6,60.014,5.86E+01,
1521027399,1,60.033,1.73E+02,
1521027405,2,60.053,1.56E+02,
1521027411,3,60.074,3.57E+01,
1521027419,4,60.112,1.80E+02,
1521027425,5,60.113,1.85E+02,
1521027431,6,60.138,5.52E+01,
1521027440,1,60.174,2.79E+02,
1521027446,2,60.178,1.47E+02,
1521027455,3,60.218,9.52E+01,
1521027461,4,60.224,1.93E+02,
1521027467,5,60.227,1.96E+02,
1521027473,6,60.264,8.35E+01,
1521027479,1,60.283,1.39E+02,
1521027488,2,60.302,1.92E+02,
1521027494,3,60.324,2.71E+01,
1521027501,4,60.346,1.81E+02,
1521027508,5,60.364,2.05E+02,
1521027514,6,60.386,7.76E+01,
1521027521,1,60.408,1.83E+02,
1521027528,2,60.427,1.63E+02,
1521027534,3,60.448,9.52E+01,
1521027541,4,60.47,2.09E+02,
1521027549,5,60.488,1.51E+02,
1521027555,6,60.511,9.63E+01,
1521027562,1,60.532,1.60E+02,
1521027569,2,60.555,1.93E+02,
1521027575,3,60.573,-3.52E+01,
1521027581,4,60.596,1.68E+02,
1521027590,5,60.633,1.98E+02,
1521027596,6,60.636,5.38E+01,
1521027602,1,60.658,1.70E+02,
1521027610,2,60.695,1.71E+02,
1521027616,3,60.697,3.98E+01,
1521027622,4,60.719,1.65E+02,
1521027629,5,60.738,1.81E+02,
1521027635,6,60.757,4.70E+01,
1521027642,1,60.779,2.05E+02,
1521027650,2,60.816,1.85E+02,
1521027656,3,60.819,1.32E+01,
1521027662,4,60.841,1.89E+02,
1521027669,5,60.86,2.39E+02,
1521027675,6,60.879,7.96E+01,
1521027681,1,60.9,1.70E+02,
1521027690,2,60.937,1.63E+02,
1521027696,3,60.94,1.60E+02,
1521027702,4,60.962,1.62E+02,
1521027710,5,60.998,1.58E+02,
1521027716,6,61.003,8.32E+01,
1521027722,1,61.024,1.88E+02,
1521027730,2,61.043,1.69E+02,
1521027736,3,61.061,9.22E+00,
1521027742,4,61.083,1.78E+02,
1521027750,5,61.12,1.65E+02,
1521027756,6,61.123,7.22E+01,
1521027762,1,61.145,1.80E+02,
1521027769,2,61.163,1.90E+02,
1521027775,3,61.182,1.48E+01,
1521027781,4,61.203,1.80E+02,
1521027789,5,61.24,1.56E+02,
1521027795,6,61.244,6.91E+01,
1521027801,1,61.265,1.77E+02,
1521027810,2,61.302,1.76E+02,
1521027816,3,61.305,-2.67E+01,
1521027822,4,61.326,1.91E+02,
1521027830,5,61.363,1.69E+02,
1521027836,6,61.367,6.22E+01,
1521027842,1,61.388,1.89E+02,
1521027849,2,61.407,1.68E+02,
1521027855,3,61.426,1.29E+01,
1521027861,4,61.447,1.77E+02,
1521027870,5,61.484,1.56E+02,
1521027876,6,61.487,6.51E+01,
1521027882,1,61.509,1.82E+02,
1521027890,2,61.545,1.69E+02,
1521027896,3,61.548,1.33E+01,
1521027902,4,61.57,1.73E+02,
1521027909,5,61.587,1.56E+02,
1521027915,6,61.607,7.41E+01,
1521027921,1,61.629,1.84E+02,
1521027930,2,61.666,1.72E+02,
1521027936,3,61.669,3.45E+01,
1521027942,4,61.69,1.67E+02,
1521027950,5,61.728,1.65E+02,
1521027956,6,61.73,6.44E+01,
1521027962,1,61.751,1.78E+02,
1521027969,2,61.77,1.81E+02,
1521027975,3,61.789,1.37E+01,
1521027981,4,61.808,1.66E+02,
1521027990,5,61.847,1.68E+02,
1521027996,6,61.851,9.93E+01,
1521028002,1,61.872,1.83E+02,
1521028010,2,61.91,1.83E+02,
1521028016,3,61.912,-2.76E+01,
1521028022,4,61.934,1.78E+02,
1521028029,5,61.952,1.94E+02,
1521028036,6,61.971,8.24E+01,
1521028042,1,61.989,1.60E+02,
1521028050,2,62.028,1.64E+02,
1521028056,3,62.031,1.88E+01,
1521028062,4,62.052,1.67E+02,
1521028070,5,62.089,1.85E+02,
1521028076,6,62.093,6.51E+01,
1521028082,1,62.114,1.81E+02,
1521028089,2,62.132,1.59E+02,
1521028095,3,62.149,3.49E+01,
1521028102,4,62.172,1.92E+02,
1521028110,5,62.209,1.50E+02,
1521028116,6,62.212,8.14E+01,
1521028122,1,62.233,1.91E+02,
1521028130,2,62.27,1.87E+02,
1521028136,3,62.273,2.37E+01,
1521028142,4,62.295,1.84E+02,
1521028150,5,62.313,1.75E+02,
1521028156,6,62.332,6.46E+01,
1521028162,1,62.353,1.53E+02,
1521028170,2,62.39,1.55E+02,
1521028176,3,62.394,1.56E+01,
1521028182,4,62.414,1.77E+02,
1521028189,5,62.432,1.76E+02,
1521028195,6,62.45,6.93E+01,
1521028201,1,62.473,1.78E+02,
1521028209,2,62.509,1.86E+02,
1521028215,3,62.512,5.05E+00,
1521028222,4,62.533,1.73E+02,
1521028230,5,62.57,1.72E+02,
1521028236,6,62.573,4.77E+01,
1521028242,1,62.594,1.82E+02,
1521028249,2,62.612,1.89E+02,
1521028255,3,62.631,2.98E+01,
1521028261,4,62.653,1.77E+02,
1521028270,5,62.689,1.69E+02,
1521028276,6,62.693,7.63E+01,
1521028282,1,62.713,1.80E+02,
1521028290,2,62.75,1.70E+02,
1521028296,3,62.753,1.82E+01,
1521028302,4,62.774,1.74E+02,
1521028310,5,62.81,1.70E+02,
1521028316,6,62.814,5.86E+01,
1521028322,1,62.835,1.85E+02,
1521028329,2,62.853,1.80E+02,
1521028335,3,62.871,1.24E+01,
1521028341,4,62.892,1.76E+02,
1521028349,5,62.929,1.74E+02,
1521028355,6,62.932,5.93E+01,
1521028362,1,62.953,1.82E+02,
1521028370,2,62.989,1.51E+02,
1521028376,3,62.993,1.79E+01,
1521028382,4,63.014,1.64E+02,
1521028390,5,63.051,1.75E+02,
1521028396,6,63.053,6.90E+01,
1521028402,1,63.074,1.76E+02,
1521028409,2,63.092,1.83E+02,
1521028415,3,63.111,4.00E+01,
1521028422,4,63.133,1.82E+02,
1521028430,5,63.169,2.00E+02,
1521028436,6,63.172,8.29E+01,
1521028442,1,63.193,1.92E+02,
1521028449,2,63.212,1.79E+02,
1521028455,3,63.23,-1.31E+01,
1521028461,4,63.251,1.70E+02,
1521028469,5,63.288,1.81E+02,
1521028476,6,63.291,5.04E+01,
1521028482,1,63.312,1.86E+02,
1521028490,2,63.348,1.81E+02,
1521028496,3,63.352,3.33E+01,
1521028502,4,63.375,1.59E+02,
1521028509,5,63.392,1.66E+02,
1521028515,6,63.41,5.74E+01,
1521028521,1,63.432,2.01E+02,
1521028530,2,63.467,1.73E+02,
1521028536,3,63.469,-4.71E+01,
1521028542,4,63.492,1.94E+02,
1521028550,5,63.527,1.78E+02,
1521028556,6,63.53,8.84E+01,
1521028562,1,63.552,1.93E+02,
1521028570,2,63.589,1.81E+02,
1521028576,3,63.592,-1.16E+01,
1521028582,4,63.613,1.55E+02,
1521028590,5,63.631,1.79E+02,
1521028596,6,63.65,4.73E+01,
1521028602,1,63.671,1.96E+02,
1521028610,2,63.707,1.82E+02,
1521028616,3,63.71,2.30E+01,
1521028622,4,63.731,1.48E+02,
1521028630,5,63.767,2.07E+02,
1521028636,6,63.77,8.76E+01,
1521028642,1,63.791,1.60E+02,
1521028649,2,63.809,1.51E+02,
1521028655,3,63.827,2.60E+01,
1521028662,4,63.849,1.75E+02,
1521028670,5,63.885,1.72E+02,
1521028676,6,63.888,6.93E+01,
1521028682,1,63.905,1.92E+02,
1521028690,2,63.945,1.49E+02,
1521028696,3,63.948,2.14E+01,
1521028702,4,63.968,1.89E+02,
1521028709,5,63.987,1.63E+02,
1521028715,6,64.004,6.50E+01,
1521028721,1,64.026,1.84E+02,
1521028729,2,64.061,1.79E+02,
1521028736,3,64.066,4.73E+01,
1521028742,4,64.085,1.70E+02,
1521028750,5,64.122,1.70E+02,
1521028756,6,64.125,6.12E+01,
1521028762,1,64.147,1.76E+02,
1521028770,2,64.183,1.61E+02,
1521028776,3,64.186,7.01E+01,
1521028782,4,64.207,1.89E+02,
1521028790,5,64.225,1.86E+02,
1521028796,6,64.243,6.61E+01,
1521028802,1,64.265,1.68E+02,
1521028810,2,64.302,1.48E+02,
1521028816,3,64.305,7.89E+00,
1521028822,4,64.325,1.81E+02,
1521028830,5,64.344,1.83E+02,
1521028836,6,64.362,6.35E+01,
1521028842,1,64.383,1.94E+02,
1521028850,2,64.42,1.74E+02,
1521028856,3,64.422,-6.37E+01,
1521028862,4,64.444,1.81E+02,
1521028869,5,64.461,1.56E+02,
1521028875,6,64.479,6.59E+01,
1521028881,1,64.5,1.96E+02,
1521028890,2,64.537,1.74E+02,
1521028896,3,64.54,-4.87E+01,
1521028902,4,64.562,1.96E+02,
1521028910,5,64.597,1.67E+02,
1521028916,6,64.6,5.22E+01,
1521028922,1,64.622,1.72E+02,
1521028929,2,64.639,1.82E+02,
1521028936,3,64.658,1.53E+01,
1521028942,4,64.679,1.38E+02,
1521028950,5,64.715,1.71E+02,
1521028956,6,64.719,6.51E+01,
1521028962,1,64.739,1.72E+02,
1521028969,2,64.758,1.68E+02,
1521028975,3,64.775,1.95E+01,
1521028981,4,64.797,1.89E+02,
1521028990,5,64.833,1.77E+02,
1521028996,6,64.836,6.78E+01,
1521029002,1,64.858,1.98E+02,
1521029010,2,64.893,1.79E+02,
1521029016,3,64.896,8.28E+00,
1521029022,4,64.918,1.77E+02,
1521029030,5,64.935,1.75E+02,
1521029036,6,64.953,7.38E+01,
1521029042,1,64.974,1.68E+02,
1521029050,2,65.01,1.73E+02,
1521029056,3,65.014,4.25E+01,
1521029062,4,65.035,1.76E+02,
1521029069,5,65.053,2.07E+02,
1521029075,6,65.071,4.92E+01,
1521029081,1,65.092,1.64E+02,
1521029090,2,65.128,1.77E+02,
1521029096,3,65.131,1.35E+01,
1521029102,4,65.152,2.02E+02,
1521029110,5,65.188,1.81E+02,
1521029116,6,65.191,6.45E+01,
1521029122,1,65.211,1.80E+02,
1521029130,2,65.248,1.69E+02,
1521029136,3,65.251,1.82E+01,
1521029142,4,65.272,1.72E+02,
1521029149,5,65.289,1.63E+02,
1521029155,6,65.308,6.73E+01,
1521029162,1,65.328,1.94E+02,
1521029170,2,65.364,1.70E+02,
1521029176,3,65.367,4.23E+01,
1521029182,4,65.388,1.71E+02,
1521029190,5,65.424,1.74E+02,
1521029196,6,65.425,8.15E+01,
1521029202,1,65.449,1.84E+02,
1521029210,2,65.467,1.69E+02,
1521029216,3,65.484,2.73E+01,
1521029222,4,65.506,2.11E+02,
1521029230,5,65.541,1.68E+02,
1521029236,6,65.544,6.43E+01,
1521029242,1,65.565,1.72E+02,
1521029250,2,65.602,1.75E+02,
1521029256,3,65.605,1.66E+02,
1521029262,4,65.624,1.86E+02,
1521029269,5,65.643,1.82E+02,
1521029276,6,65.66,7.62E+01,
1521029282,1,65.681,1.84E+02,
1521029290,2,65.717,1.88E+02,
1521029296,3,65.72,4.92E+01,
1521029302,4,65.741,1.81E+02,
1521029310,5,65.775,1.65E+02,
1521029316,6,65.78,4.87E+01,
1521029322,1,65.801,1.79E+02,
1521029329,2,65.818,1.60E+02,
1521029335,3,65.836,4.68E+01,
1521029342,4,65.857,1.94E+02,
1521029350,5,65.892,1.82E+02,
1521029356,6,65.895,4.19E+01,
1521029362,1,65.917,1.71E+02,
1521029370,2,65.952,1.71E+02,
1521029376,3,65.955,2.42E+01,
1521029382,4,65.976,1.73E+02,
1521029390,5,65.994,1.52E+02,
1521029396,6,66.013,4.13E+01,
1521029402,1,66.033,1.78E+02,
1521029410,2,66.069,1.84E+02,
1521029416,3,66.072,1.61E+01,
1521029422,4,66.093,1.68E+02,
1521029430,5,66.129,1.81E+02,
1521029436,6,66.132,5.12E+01,
1521029442,1,66.152,1.85E+02,
1521029450,2,66.17,1.79E+02,
1521029456,3,66.188,2.29E+01,
1521029462,4,66.209,1.84E+02,
1521029470,5,66.244,1.69E+02,
1521029476,6,66.248,5.84E+01,
1521029482,1,66.269,1.77E+02,
1521029490,2,66.304,1.84E+02,
1521029496,3,66.307,2.09E+01,
1521029502,4,66.329,1.53E+02,
1521029510,5,66.346,1.65E+02,
1521029516,6,66.364,7.10E+01,
1521029522,1,66.385,1.72E+02,
1521029530,2,66.421,1.90E+02,
1521029536,3,66.424,6.28E+01,
1521029542,4,66.445,1.81E+02,
1521029550,5,66.481,1.79E+02,
1521029556,6,66.483,7.34E+01,
1521029562,1,66.504,1.66E+02,
1521029570,2,66.522,1.73E+02,
1521029576,3,66.54,1.68E+01,
1521029582,4,66.561,1.64E+02,
1521029590,5,66.596,1.57E+02,
1521029596,6,66.599,6.94E+01,
1521029602,1,66.62,1.71E+02,
1521029609,2,66.638,1.81E+02,
1521029615,3,66.656,-4.46E+00,
1521029621,4,66.677,1.84E+02,
1521029630,5,66.712,1.60E+02,
1521029636,6,66.715,6.17E+01,
1521029642,1,66.736,1.99E+02,
1521029650,2,66.772,1.87E+02,
1521029656,3,66.775,2.26E+01,
1521029662,4,66.795,1.66E+02,
1521029669,5,66.813,1.64E+02,
1521029676,6,66.831,6.23E+01,
1521029682,1,66.852,1.73E+02,
1521029690,2,66.887,1.88E+02,
1521029696,3,66.89,2.42E+01,
1521029702,4,66.911,1.84E+02,
1521029710,5,66.947,1.54E+02,
1521029716,6,66.949,5.23E+01,
1521029722,1,66.969,1.70E+02,
1521029730,2,67.005,2.01E+02,
1521029737,3,67.009,1.50E+01,
1521029743,4,67.03,1.79E+02,
1521029750,5,67.047,1.69E+02,
1521029756,6,67.065,6.09E+01,
1521029762,1,67.086,1.86E+02,
1521029770,2,67.122,1.81E+02,
1521029776,3,67.125,6.69E+00,
1521029782,4,67.145,1.78E+02,
1521029789,5,67.164,1.82E+02,
1521029796,6,67.182,7.17E+01,
1521029802,1,67.201,1.62E+02,
1521029810,2,67.236,1.74E+02,
1521029816,3,67.241,2.14E+01,
1521029822,4,67.261,1.93E+02,
1521029830,5,67.297,1.54E+02,
1521029836,6,67.301,6.40E+01,
1521029842,1,67.321,1.82E+02,
1521029849,2,67.338,1.74E+02,
1521029856,3,67.356,2.58E+01,
1521029862,4,67.377,1.69E+02,
1521029870,5,67.413,1.76E+02,
1521029876,6,67.415,6.93E+01,
1521029882,1,67.435,1.61E+02,
1521029890,2,67.472,1.71E+02,
1521029896,3,67.474,1.86E+01,
1521029902,4,67.495,1.69E+02,
1521029910,5,67.531,1.43E+02,
1521029916,6,67.534,6.36E+01,
1521029922,1,67.554,1.82E+02,
1521029930,2,67.572,1.86E+02,
1521029936,3,67.589,-8.40E+00,
1521029942,4,67.61,1.88E+02,
1521029950,5,67.645,1.55E+02,
1521029956,6,67.646,7.08E+01,
1521029962,1,67.667,1.73E+02,
1521029970,2,67.701,1.62E+02,
1521029976,3,67.705,3.15E+01,
1521029982,4,67.726,1.70E+02,
1521029989,5,67.744,1.61E+02,
1521029995,6,67.762,7.36E+01,
1521030002,1,67.782,2.15E+02,
1521030010,2,67.817,1.69E+02,
1521030016,3,67.821,3.98E+01,
1521030022,4,67.842,1.80E+02,
1521030030,5,67.876,2.13E+02,
1521030036,6,67.879,9.13E+01,
1521030042,1,67.9,1.70E+02,
1521030050,2,67.935,1.93E+02,
1521030057,3,67.939,4.50E+01,
1521030063,4,67.96,1.49E+02,
1521030070,5,67.977,1.63E+02,
1521030076,6,67.995,5.41E+01,
1521030082,1,68.016,1.81E+02,
1521030090,2,68.051,1.95E+02,
1521030096,3,68.054,1.19E+01,
1521030102,4,68.074,1.73E+02,
1521030109,5,68.092,1.67E+02,
1521030115,6,68.11,9.65E+01,
1521030122,1,68.131,1.74E+02,
1521030130,2,68.165,1.95E+02,
1521030136,3,68.168,1.60E+01,
1521030142,4,68.189,1.71E+02,
1521030150,5,68.225,1.73E+02,
1521030156,6,68.228,5.79E+01,
1521030162,1,68.248,1.59E+02,
1521030170,2,68.284,1.73E+02,
1521030176,3,68.286,9.93E+00,
1521030182,4,68.306,1.83E+02,
1521030190,5,68.324,1.82E+02,
1521030196,6,68.341,6.40E+01,
1521030202,1,68.363,1.89E+02,
1521030210,2,68.399,1.84E+02,
1521030216,3,68.402,4.10E+01,
1521030222,4,68.422,1.95E+02,
1521030230,5,68.456,1.66E+02,
1521030237,6,68.46,7.62E+01,
1521030243,1,68.481,1.50E+02,
1521030250,2,68.498,1.73E+02,
1521030256,3,68.516,-2.52E+01,
1521030262,4,68.537,1.81E+02,
1521030270,5,68.571,1.65E+02,
1521030276,6,68.575,7.89E+01,
1521030282,1,68.595,1.86E+02,
1521030290,2,68.631,1.88E+02,
1521030297,3,68.633,3.38E+01,
1521030303,4,68.654,1.80E+02,
1521030310,5,68.672,1.82E+02,
1521030316,6,68.689,6.70E+01,
1521030322,1,68.71,1.89E+02,
1521030330,2,68.746,1.78E+02,
